source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
31,29,4.0,2.0,Global on,Threat-like,5.0,112.0,0.044642857142857144,4.0,0.16666666666666666,CS+,ITI,4.0,2.0,Global on,Threat-like,10.0,109.0,0.09174311926605505,9.0,0.375,ITI,CS+,4.0,2.0,Global on,Threat-like,-5.0,-0.04710026212319791,-5.0,-0.20833333333333334,0.04710026212319791
14,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.0,Threat-like,Safety-like,4.0,85.0,0.047058823529411764,4.0,0.16666666666666666,ITI,ITI,2.0,3.0,Threat-like,Safety-like,-4.0,-0.047058823529411764,-4.0,-0.16666666666666666,0.047058823529411764
30,2,4.0,1.0,Global on,Global off,1.0,57.0,0.017543859649122806,1.0,0.041666666666666664,ITI,ITI,4.0,1.0,Global on,Global off,4.0,62.0,0.06451612903225806,4.0,0.16666666666666666,ITI,ITI,4.0,1.0,Global on,Global off,-3.0,-0.04697226938313526,-3.0,-0.125,0.04697226938313526
4,21,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,Safety-like,Global off,5.0,108.0,0.046296296296296294,5.0,0.20833333333333334,CS-,ITI,3.0,1.0,Safety-like,Global off,-5.0,-0.046296296296296294,-5.0,-0.20833333333333334,0.046296296296296294
9,20,1.0,3.0,Global off,Safety-like,1.0,78.0,0.01282051282051282,1.0,0.041666666666666664,CS+,ITI,1.0,3.0,Global off,Safety-like,4.0,68.0,0.058823529411764705,4.0,0.16666666666666666,CS-,CS-,1.0,3.0,Global off,Safety-like,-3.0,-0.04600301659125189,-3.0,-0.125,0.04600301659125189
9,4,1.0,3.0,Global off,Safety-like,7.0,78.0,0.08974358974358974,6.0,0.25,ITI,ITI,1.0,3.0,Global off,Safety-like,3.0,68.0,0.04411764705882353,3.0,0.125,CS+,CS+,1.0,3.0,Global off,Safety-like,4.0,0.04562594268476621,3.0,0.125,0.04562594268476621
26,18,4.0,3.0,Global on,Safety-like,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,CS-,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,3.0,Global on,Safety-like,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
22,27,4.0,4.0,Global on,Global on,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,CS+,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
22,7,4.0,1.0,Global on,Global off,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,ITI,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
22,5,4.0,1.0,Global on,Global off,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,ITI,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
22,9,4.0,1.0,Global on,Global off,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,CS+,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
23,28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,2.0,44.0,0.045454545454545456,2.0,0.08333333333333333,CS+,CS+,4.0,4.0,Global on,Global on,-2.0,-0.045454545454545456,-2.0,-0.08333333333333333,0.045454545454545456
26,21,4.0,1.0,Global on,Global off,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,ITI,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
23,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,2.0,44.0,0.045454545454545456,2.0,0.08333333333333333,CS-,CS-,4.0,1.0,Global on,Global off,-2.0,-0.045454545454545456,-2.0,-0.08333333333333333,0.045454545454545456
26,23,4.0,4.0,Global on,Global on,1.0,22.0,0.045454545454545456,1.0,0.041666666666666664,CS-,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,1.0,0.045454545454545456,1.0,0.041666666666666664,0.045454545454545456
