source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
11,31,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,Global off,Global on,1.0,17.0,0.058823529411764705,1.0,0.041666666666666664,CS+,CS+,1.0,4.0,Global off,Global on,-1.0,-0.058823529411764705,-1.0,-0.041666666666666664,0.058823529411764705
11,24,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,Global off,Global on,1.0,17.0,0.058823529411764705,1.0,0.041666666666666664,ITI,ITI,1.0,4.0,Global off,Global on,-1.0,-0.058823529411764705,-1.0,-0.041666666666666664,0.058823529411764705
11,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,Global off,Safety-like,1.0,17.0,0.058823529411764705,1.0,0.041666666666666664,CS+,ITI,1.0,3.0,Global off,Safety-like,-1.0,-0.058823529411764705,-1.0,-0.041666666666666664,0.058823529411764705
11,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,Global off,Safety-like,1.0,17.0,0.058823529411764705,1.0,0.041666666666666664,CS-,CS-,1.0,3.0,Global off,Safety-like,-1.0,-0.058823529411764705,-1.0,-0.041666666666666664,0.058823529411764705
13,14,2.0,2.0,Threat-like,Threat-like,7.0,123.0,0.056910569105691054,6.0,0.25,ITI,ITI,2.0,2.0,Threat-like,Threat-like,14.0,121.0,0.11570247933884298,10.0,0.4166666666666667,ITI,ITI,2.0,2.0,Threat-like,Threat-like,-7.0,-0.058791910233151924,-4.0,-0.16666666666666669,0.058791910233151924
10,2,1.0,1.0,Global off,Global off,5.0,39.0,0.1282051282051282,4.0,0.16666666666666666,ITI,ITI,1.0,1.0,Global off,Global off,5.0,72.0,0.06944444444444445,4.0,0.16666666666666666,ITI,ITI,1.0,1.0,Global off,Global off,0.0,0.058760683760683746,0.0,0.0,0.058760683760683746
19,32,3.0,4.0,Safety-like,Global on,10.0,62.0,0.16129032258064516,7.0,0.2916666666666667,ITI,ITI,3.0,4.0,Safety-like,Global on,8.0,78.0,0.10256410256410256,7.0,0.2916666666666667,ITI,ITI,3.0,4.0,Safety-like,Global on,2.0,0.058726220016542596,0.0,0.0,0.058726220016542596
17,8,1.0,3.0,Global off,Safety-like,5.0,86.0,0.05813953488372093,4.0,0.16666666666666666,ITI,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,Global off,Safety-like,5.0,0.05813953488372093,4.0,0.16666666666666666,0.05813953488372093
27,31,4.0,4.0,Global on,Global on,1.0,43.0,0.023255813953488372,1.0,0.041666666666666664,ITI,ITI,4.0,4.0,Global on,Global on,3.0,37.0,0.08108108108108109,3.0,0.125,ITI,CS+,4.0,4.0,Global on,Global on,-2.0,-0.057825267127592714,-2.0,-0.08333333333333334,0.057825267127592714
27,18,4.0,3.0,Global on,Safety-like,1.0,43.0,0.023255813953488372,1.0,0.041666666666666664,ITI,ITI,4.0,3.0,Global on,Safety-like,3.0,37.0,0.08108108108108109,2.0,0.08333333333333333,ITI,ITI,4.0,3.0,Global on,Safety-like,-2.0,-0.057825267127592714,-1.0,-0.041666666666666664,0.057825267127592714
3,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,Global off,Safety-like,3.0,52.0,0.057692307692307696,3.0,0.125,CS+,ITI,1.0,3.0,Global off,Safety-like,-3.0,-0.057692307692307696,-3.0,-0.125,0.057692307692307696
28,24,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,5.0,87.0,0.05747126436781609,5.0,0.20833333333333334,ITI,ITI,4.0,4.0,Global on,Global on,-5.0,-0.05747126436781609,-5.0,-0.20833333333333334,0.05747126436781609
14,10,2.0,1.0,Threat-like,Global off,2.0,66.0,0.030303030303030304,2.0,0.08333333333333333,CS+,CS+,2.0,1.0,Threat-like,Global off,7.0,80.0,0.0875,5.0,0.20833333333333334,ITI,ITI,2.0,1.0,Threat-like,Global off,-5.0,-0.05719696969696969,-3.0,-0.125,0.05719696969696969
15,27,2.0,4.0,Threat-like,Global on,2.0,35.0,0.05714285714285714,2.0,0.08333333333333333,CS+,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,4.0,Threat-like,Global on,2.0,0.05714285714285714,2.0,0.08333333333333333,0.05714285714285714
12,4,3.0,3.0,Safety-like,Safety-like,1.0,34.0,0.029411764705882353,1.0,0.041666666666666664,CS-,CS-,3.0,3.0,Safety-like,Safety-like,5.0,58.0,0.08620689655172414,4.0,0.16666666666666666,CS-,CS+,3.0,3.0,Safety-like,Safety-like,-4.0,-0.05679513184584179,-3.0,-0.125,0.05679513184584179
