cohort,source,target,count,source_basin,target_basin,most_common_source_event,most_common_target_event,source_total,probability,subject_support_count,n_subjects_in_cohort,subject_support_prop,source_basin_label,target_basin_label
merged,5,31,8,1,4,ITI,CS+,177,0.04519774011299435,8,48,0.16666666666666666,Global off,Global on
merged,13,9,11,2,1,ITI,ITI,244,0.045081967213114756,11,48,0.22916666666666666,Threat-like,Global off
merged,13,17,11,2,1,ITI,ITI,244,0.045081967213114756,9,48,0.1875,Threat-like,Global off
merged,10,12,5,1,3,ITI,CS+,111,0.04504504504504504,5,48,0.10416666666666667,Global off,Safety-like
merged,10,13,5,1,2,CS-,CS-,111,0.04504504504504504,5,48,0.10416666666666667,Global off,Threat-like
merged,10,14,5,1,2,ITI,CS+,111,0.04504504504504504,5,48,0.10416666666666667,Global off,Threat-like
merged,16,1,8,4,1,CS+,ITI,178,0.0449438202247191,8,48,0.16666666666666666,Global on,Global off
merged,16,12,8,4,3,CS-,ITI,178,0.0449438202247191,6,48,0.125,Global on,Safety-like
merged,16,14,8,4,2,CS-,CS-,178,0.0449438202247191,7,48,0.14583333333333334,Global on,Threat-like
merged,21,24,5,1,4,ITI,CS-,112,0.044642857142857144,5,48,0.10416666666666667,Global off,Global on
merged,21,29,5,1,2,ITI,ITI,112,0.044642857142857144,5,48,0.10416666666666667,Global off,Threat-like
merged,32,2,18,4,1,CS-,CS-,404,0.04455445544554455,14,48,0.2916666666666667,Global on,Global off
merged,4,12,9,3,3,ITI,ITI,202,0.04455445544554455,8,48,0.16666666666666666,Safety-like,Safety-like
merged,4,19,9,3,3,ITI,ITI,202,0.04455445544554455,5,48,0.10416666666666667,Safety-like,Safety-like
merged,4,31,9,3,4,ITI,ITI,202,0.04455445544554455,8,48,0.16666666666666666,Safety-like,Global on
merged,25,9,4,1,1,ITI,ITI,91,0.04395604395604396,4,48,0.08333333333333333,Global off,Global off
merged,25,27,4,1,4,CS-,CS-,91,0.04395604395604396,4,48,0.08333333333333333,Global off,Global on
merged,25,28,4,1,4,ITI,ITI,91,0.04395604395604396,3,48,0.0625,Global off,Global on
merged,1,29,17,1,2,ITI,ITI,389,0.043701799485861184,13,48,0.2708333333333333,Global off,Threat-like
merged,12,10,4,3,1,ITI,ITI,92,0.043478260869565216,3,48,0.0625,Safety-like,Global off
merged,29,28,8,2,4,ITI,CS+,185,0.043243243243243246,8,48,0.16666666666666666,Threat-like,Global on
merged,19,18,6,3,3,CS+,CS+,140,0.04285714285714286,5,48,0.10416666666666667,Safety-like,Safety-like
merged,19,23,6,3,4,ITI,ITI,140,0.04285714285714286,5,48,0.10416666666666667,Safety-like,Global on
merged,19,27,6,3,4,ITI,ITI,140,0.04285714285714286,6,48,0.125,Safety-like,Global on
merged,6,8,3,1,3,ITI,ITI,70,0.04285714285714286,3,48,0.0625,Global off,Safety-like
merged,6,13,3,1,2,ITI,ITI,70,0.04285714285714286,3,48,0.0625,Global off,Threat-like
merged,6,18,3,1,3,CS+,CS+,70,0.04285714285714286,3,48,0.0625,Global off,Safety-like
merged,6,24,3,1,4,CS+,CS+,70,0.04285714285714286,3,48,0.0625,Global off,Global on
merged,3,5,4,1,1,ITI,ITI,94,0.0425531914893617,4,48,0.08333333333333333,Global off,Global off
merged,3,17,4,1,1,CS+,ITI,94,0.0425531914893617,4,48,0.08333333333333333,Global off,Global off
merged,3,28,4,1,4,CS-,CS-,94,0.0425531914893617,4,48,0.08333333333333333,Global off,Global on
merged,20,23,11,3,4,ITI,ITI,260,0.04230769230769231,11,48,0.22916666666666666,Safety-like,Global on
merged,31,16,9,4,4,ITI,CS-,216,0.041666666666666664,7,48,0.14583333333333334,Global on,Global on
merged,30,20,4,4,3,CS+,CS+,96,0.041666666666666664,4,48,0.08333333333333333,Global on,Safety-like
merged,30,29,4,4,2,ITI,ITI,96,0.041666666666666664,4,48,0.08333333333333333,Global on,Threat-like
merged,28,1,7,4,1,CS+,CS+,169,0.04142011834319527,7,48,0.14583333333333334,Global on,Global off
