cohort,state,occupancy,occupancy_prop,count_CSplus,count_CSminus,count_ITI,count_NONE,prop_CSplus,prop_CSminus,prop_ITI,cs_delta,dominant_event,enriched_event,max_enrichment,enrich_CSplus,enrich_CSminus,enrich_ITI,global_prop_CSplus,global_prop_CSminus,global_prop_ITI,basin,basin_label_readable,local_minimum_state,is_local_minimum,hamming_to_min,energy,binary,binary_01,sigma_pattern
HC,18,120,0.021130480718436345,24,16,80,0,0.2,0.13333333333333333,0.6666666666666666,0.06666666666666668,ITI,ITI,0.08381757351646413,-0.010248283148441617,-0.07356929036802254,0.08381757351646413,0.21024828314844163,0.20690262370135587,0.5828490931502025,3,Safety-like,20,False,1,0.3291,10001,10001,+---+
HC,8,112,0.019721782003873922,28,29,55,0,0.25,0.25892857142857145,0.49107142857142855,-0.008928571428571452,ITI,CS-,0.05202594772721558,0.03975171685155837,0.05202594772721558,-0.09177766457877395,0.21024828314844163,0.20690262370135587,0.5828490931502025,3,Safety-like,20,False,2,0.2900999999999999,11100,11100,+++--
HC,3,109,0.019193519985913014,18,23,68,0,0.1651376146788991,0.21100917431192662,0.6238532110091743,-0.045871559633027525,ITI,ITI,0.041004117858971845,-0.045110668469542536,0.004106550610570747,0.041004117858971845,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,1,0.2688999999999999,1000,1000,-+---
HC,30,108,0.01901743264659271,32,12,64,0,0.2962962962962963,0.1111111111111111,0.5925925925925926,0.18518518518518517,ITI,CS+,0.08604801314785465,0.08604801314785465,-0.09579151259024477,0.009743499442390058,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,1,0.2804999999999999,10111,10111,+-+++
HC,25,106,0.018665257967952105,13,16,77,0,0.12264150943396226,0.1509433962264151,0.7264150943396226,-0.028301886792452824,ITI,ITI,0.1435660011894201,-0.08760677371447936,-0.05595922747494078,0.1435660011894201,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,0.2869,11,11,---++
HC,27,79,0.013910899806303927,15,11,53,0,0.189873417721519,0.13924050632911392,0.6708860759493671,0.05063291139240508,ITI,ITI,0.08803698279916461,-0.020374865426922628,-0.06766211737224195,0.08803698279916461,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,2,0.5196999999999999,1011,1011,-+-++
HC,7,73,0.01285437577038211,21,19,33,0,0.2876712328767123,0.2602739726027397,0.4520547945205479,0.0273972602739726,ITI,CS+,0.07742294972827068,0.07742294972827068,0.05337134890138384,-0.13079429862965458,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,0.8202999999999999,1100,1100,-++--
HC,6,69,0.012150026413100899,12,13,44,0,0.17391304347826086,0.18840579710144928,0.6376811594202898,-0.014492753623188415,ITI,ITI,0.0548320662700873,-0.03633523967018076,-0.01849682659990659,0.0548320662700873,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,0.5184999999999998,10100,10100,+-+--
HC,26,65,0.011445677055819687,12,12,41,0,0.18461538461538463,0.18461538461538463,0.6307692307692307,0.0,ITI,ITI,0.04792013761902825,-0.025632898533057002,-0.022287239085971244,0.04792013761902825,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,2,0.8246999999999999,10011,10011,+--++
HC,11,42,0.007395668251452721,11,12,19,0,0.2619047619047619,0.2857142857142857,0.4523809523809524,-0.02380952380952378,ITI,CS-,0.07881166201292983,0.05165647875632029,0.07881166201292983,-0.13046814076925012,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,1.2677,1010,1010,-+-+-
